model;iteration;Q;A
llama2-uncensored:7b-chat-q4_0;14;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;14;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;14;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;15;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;15;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;15;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;15;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;15;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;15;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;15;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;15;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;15;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;15;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;15;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;15;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;15;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;15;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;16;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;16;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;16;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;16;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;16;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;16;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;16;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;16;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;16;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;16;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;16;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;16;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;16;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;16;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;17;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;17;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;17;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;17;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;17;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;17;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;17;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;17;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;17;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;17;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;17;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;17;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;17;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;17;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;18;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;18;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;18;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;18;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;18;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;18;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;18;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;18;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;18;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;18;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;18;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;18;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;18;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;18;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;19;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;19;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;19;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;19;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;19;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;19;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;19;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;19;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;19;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;19;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;19;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;19;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;19;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;19;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;20;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;20;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;20;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;20;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;20;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;20;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;20;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;20;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;20;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;20;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;20;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;20;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;20;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;20;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;21;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;21;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;21;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;21;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;21;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;21;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;21;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;21;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;21;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;21;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;21;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;21;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;21;Moral realism is true;I lean towards agreeing with X
